SG_UF;CD_MUNICIPIO;NM_MUNICIPIO;QT_APTOS;QT_VOTOS_BRANCOS;QT_VOTOS_NULOS;TOTAL_BRANCO_NULO;PERC_DESCONTENTES;CD_MUNICIPIO_IBGE;NM_MUNICIPIO_IBGE;POPULACAO_2022;PROP_ELEITORADO
SP;61638;ARARAQUARA;362289;14103;21481;35584;9.821992939338484;3503208;Araraquara - SP;242228;149.56528559869213
SP;61646;ARAPEÍ;4958;122;258;380;7.664380798709157;3503158;Arapeí - SP;2330;212.78969957081543
SP;61654;ARARAS;202835;9341;12537;21878;10.786106934207606;3503307;Araras - SP;130866;154.99442177494535
SP;61662;ESTIVA GERBI;18873;766;1129;1895;10.040799025062258;3557303;Estiva Gerbi - SP;11295;167.09163346613545
SP;61670;AREALVA;12762;493;681;1174;9.199185080708352;3503406;Arealva - SP;8130;156.9741697416974
SP;61689;ENGENHEIRO COELHO;29852;1061;1296;2357;7.895618384027871;3515152;Engenheiro Coelho - SP;19566;152.57078605744658
SP;61697;AREIAS;6515;147;256;403;6.185725249424405;3503505;Areias - SP;3577;182.13586804584847
SP;61700;RIBEIRÃO GRANDE;13408;504;568;1072;7.995226730310262;3543253;Ribeirão Grande - SP;7450;179.9731543624161
SP;61719;AREIÓPOLIS;17112;1020;989;2009;11.740299205236091;3503604;Areiópolis - SP;10130;168.92398815399804
SP;61727;HORTOLÂNDIA;330681;13761;18091;31852;9.632243763627182;3519071;Hortolândia - SP;236641;139.73952104664872
SP;61735;ARIRANHA;13918;561;769;1330;9.55597068544331;3503703;Ariranha - SP;7602;183.08339910549856
SP;61743;HOLAMBRA;24544;929;1130;2059;8.389015645371579;3519055;Holambra - SP;15094;162.60765867232013
SP;61751;ARTUR NOGUEIRA;76819;3389;4398;7787;10.136815110844974;3503802;Artur Nogueira - SP;51456;149.29065609452735
SP;61760;ELISIÁRIO;5452;189;269;458;8.400586940572268;3514924;Elisiário - SP;3138;173.7412364563416
SP;61778;ARUJÁ;142067;6317;8873;15190;10.692138216475325;3503901;Arujá - SP;86678;163.90202819631278
SP;61786;BOM SUCESSO DE ITARARÉ;6670;168;223;391;5.862068965517241;3507159;Bom Sucesso de Itararé - SP;3555;187.62306610407876
SP;61794;ASSIS;147740;4799;6062;10861;7.351428184648707;3504008;Assis - SP;101409;145.6872664161958
SP;61808;PONTALINDA;6578;256;314;570;8.665247795682578;3540259;Pontalinda - SP;4127;159.38938696389627
SP;61816;ATIBAIA;239829;11637;14856;26493;11.046620717261048;3504107;Atibaia - SP;158647;151.17146873246895
SP;61824;PARISI;5457;111;248;359;6.578706248854682;3536257;Parisi - SP;2892;188.69294605809128
SP;61832;AURIFLAMA;21885;672;878;1550;7.082476582133881;3504206;Auriflama - SP;13692;159.8378615249781
SP;61840;TAQUARIVAÍ;10061;391;426;817;8.120465162508697;3553856;Taquarivaí - SP;6876;146.32053519488076
SP;61859;AVAÍ;8282;213;289;502;6.061337841101183;3504305;Avaí - SP;4483;184.74236002676778
SP;61867;MARAPOAMA;5540;188;299;487;8.790613718411553;3528858;Marapoama - SP;3292;168.28675577156744
SP;61875;AVANHANDAVA;15808;675;707;1382;8.742408906882591;3504404;Avanhandava - SP;11263;140.3533694397585
SP;61883;SÃO JOÃO DE IRACEMA;3440;77;128;205;5.959302325581396;3549250;São João de Iracema - SP;1846;186.34886240520044
SP;61891;AVARÉ;137310;6585;7831;14416;10.49887116743136;3504503;Avaré - SP;92805;147.9553903345725
SP;61905;SÃO LOURENÇO DA SERRA;24914;1034;1439;2473;9.92614594204062;3549953;São Lourenço da Serra - SP;16067;155.06317296321652
SP;61913;BADY BASSITT;28646;800;1397;2197;7.669482650282762;3504602;Bady Bassitt - SP;27260;105.08437270726338
SP;61921;ZACARIAS;4919;99;247;346;7.033949989835333;3557154;Zacarias - SP;2692;182.72659732540862
SP;61930;BALBINOS;3058;81;127;208;6.801831262262917;3504701;Balbinos - SP;3887;78.67249807049139
SP;61948;ITAPIRAPUÃ PAULISTA;6654;284;268;552;8.29576194770063;3522653;Itapirapuã Paulista - SP;4306;154.52856479331166
SP;61956;BÁLSAMO;14959;511;678;1189;7.948392272210709;3504800;Bálsamo - SP;9596;155.88786994581076
SP;61964;MESÓPOLIS;3564;116;131;247;6.930415263748597;3529658;Mesópolis - SP;1952;182.58196721311475
SP;61972;BANANAL;17552;564;942;1506;8.580218778486783;3504909;Bananal - SP;9969;176.06580399237637
SP;61980;NOVA CAMPINA;14258;403;484;887;6.221068873614813;3532827;Nova Campina - SP;8497;167.80040014122633
SP;61999;BARBOSA;10518;287;451;738;7.01654306902453;3505104;Barbosa - SP;5640;186.48936170212767
SP;62006;ILHA COMPRIDA;25577;566;1068;1634;6.388552214880557;3520426;Ilha Comprida - SP;13419;190.60287651836947
SP;62014;BARÃO DE ANTONINA;5572;217;278;495;8.883704235463028;3505005;Barão de Antonina - SP;3531;157.8023222883036
SP;62022;LOURDES;3907;69;132;201;5.144612234450985;3527256;Lourdes - SP;1950;200.35897435897434
SP;62030;BARIRI;50433;2310;2753;5063;10.039061725457538;3505203;Bariri - SP;31595;159.6233581262858
SP;62049;TORRE DE PEDRA;5173;133;267;400;7.732456988208003;3554656;Torre de Pedra - SP;2046;252.83479960899317
SP;62057;BARRA BONITA;60211;2697;3490;6187;10.275531049143844;3505302;Barra Bonita - SP;34346;175.30716822919698
SP;62065;ARCO-ÍRIS;4498;84;140;224;4.979991107158737;3503356;Arco-Íris - SP;2044;220.0587084148728
SP;62073;BARRA DO TURVO;14466;270;521;791;5.467993916770358;3505401;Barra do Turvo - SP;6876;210.38394415357766
SP;62081;BREJO ALEGRE;5143;182;258;440;8.555317907835894;3507753;Brejo Alegre - SP;2565;200.50682261208576
SP;62090;BARRETOS;181789;7100;8092;15192;8.356941289076897;3505500;Barretos - SP;122485;148.4173572274156
SP;62103;CANAS;7870;275;397;672;8.538754764930115;3509957;Canas - SP;4931;159.6025147029
SP;62111;BARRINHA;49060;2953;2617;5570;11.353444761516512;3505609;Barrinha - SP;32092;152.87299015330925
SP;62120;PRACINHA;2710;81;109;190;7.011070110701106;3540853;Pracinha - SP;2578;105.12024825446082
SP;62138;BARUERI;558360;23902;29473;53375;9.559244931585358;3505708;Barueri - SP;316473;176.432112692078
SP;62146;PRATÂNIA;9798;507;517;1024;10.451112471933047;3541059;Pratânia - SP;5126;191.1431915723761
SP;62154;BASTOS;36167;1533;1503;3036;8.394392678408494;3505807;Bastos - SP;21503;168.19513556247963
SP;62162;QUADRA;7610;230;307;537;7.056504599211563;3541653;Quadra - SP;3405;223.4948604992658
SP;62170;BATATAIS;89986;4459;4948;9407;10.453848376414108;3505906;Batatais - SP;58402;154.08033971439335
SP;62189;SANTA CRUZ DA ESPERANÇA;4378;120;251;371;8.474189127455459;3546256;Santa Cruz da Esperança - SP;2116;206.89981096408317
SP;62197;BAURU;560289;22441;29607;52048;9.289491673047303;3506003;Bauru - SP;379146;147.7765821082116
SP;62200;SANTA SALETE;3433;93;131;224;6.524905330614623;3547650;Santa Salete - SP;1645;208.69300911854106
SP;62219;BEBEDOURO;119948;5334;5609;10943;9.12312001867476;3506102;Bebedouro - SP;76373;157.0555039084493
SP;62227;VITÓRIA BRASIL;3254;97;144;241;7.406269207129687;3556958;Vitória Brasil - SP;1794;181.3823857302118
SP;62235;BENTO DE ABREU;4320;142;185;327;7.569444444444444;3506201;Bento de Abreu - SP;2606;165.77129700690713
SP;62243;IPIGUÁ;8756;324;371;695;7.93741434444952;3521150;Ipiguá - SP;6761;129.50746930927377
SP;62251;BERNARDINO DE CAMPOS;16899;730;933;1663;9.840818983371795;3506300;Bernardino de Campos - SP;11607;145.59317653140346
SP;62260;TAQUARAL;4596;191;238;429;9.33420365535248;3553658;Taquaral - SP;2619;175.4868270332188
SP;62278;BILAC;12817;284;580;864;6.7410470468908485;3506409;Bilac - SP;7319;175.11955185134582
SP;62286;FERNÃO;3172;97;175;272;8.575031525851198;3515657;Fernão - SP;1656;191.54589371980677
SP;62294;BIRIGUI;178414;6768;10496;17264;9.676370688398892;3506508;Birigui - SP;118979;149.95419359718943
SP;62308;GAVIÃO PEIXOTO;8250;450;420;870;10.545454545454543;3516853;Gavião Peixoto - SP;4702;175.4572522330923
SP;62316;BIRITIBA MIRIM;47931;2642;2960;5602;11.687634307650582;3506607;Biritiba Mirim - SP;29683;161.4762658760907
SP;62324;JUMIRIM;4869;155;179;334;6.859724789484494;3525854;Jumirim - SP;3056;159.3259162303665
SP;62332;BOA ESPERANÇA DO SUL;20972;848;1024;1872;8.926187297348847;3506706;Boa Esperança do Sul - SP;12978;161.596548004315
SP;62340;NANTES;4668;106;139;245;5.248500428449015;3532157;Nantes - SP;2660;175.48872180451127
SP;62359;BOCAINA;18255;817;1128;1945;10.65461517392495;3506805;Bocaina - SP;11259;162.13695710098588
SP;62367;NOVA CASTILHO;2566;74;89;163;6.352299298519096;3532868;Nova Castilho - SP;1062;241.6195856873823
SP;62375;BOFETE;17196;646;928;1574;9.15329146313096;3506904;Bofete - SP;10460;164.39770554493307
SP;62383;OUROESTE;14997;525;741;1266;8.441688337667534;3534757;Ouroeste - SP;10294;145.68680784923257
SP;62391;BOITUVA;92798;3820;5482;9302;10.023922929373478;3507001;Boituva - SP;61081;151.92613087539496
SP;62405;PAULISTÂNIA;3814;83;160;243;6.371263765076035;3536570;Paulistânia - SP;2090;182.48803827751198
SP;62413;BOM JESUS DOS PERDÕES;36757;1786;2421;4207;11.445438964006856;3507100;Bom Jesus dos Perdões - SP;22006;167.03171862219395
SP;62421;RIBEIRÃO DOS ÍNDIOS;3756;113;159;272;7.24174653887114;3543238;Ribeirão dos Índios - SP;2025;185.4814814814815
SP;62430;BORÁ;2078;67;77;144;6.9297401347449465;3507209;Borá - SP;907;229.10694597574422
SP;62448;TRABIJU;3170;57;117;174;5.488958990536277;3554755;Trabiju - SP;1682;188.46611177170035
SP;62456;BORACÉIA;7980;323;413;736;9.223057644110275;3507308;Boracéia - SP;4715;169.2470837751856
SP;62472;BORBOREMA;23082;681;1205;1886;8.170869075470064;3507407;Borborema - SP;14226;162.25221425558834
SP;62499;BOTUCATU;214529;9853;14663;24516;11.427825608658967;3507506;Botucatu - SP;145155;147.79304880989287
SP;62510;BRAGANÇA PAULISTA;270730;12740;16705;29445;10.87614966941233;3507605;Bragança Paulista - SP;176811;153.11830146314426
SP;62553;BRAÚNA;8541;273;330;603;7.060063224446786;3507704;Braúna - SP;5356;159.46601941747574
SP;62570;BRODOWSKI;36297;1507;2058;3565;9.821748353858444;3507803;Brodowski - SP;25201;144.02999880957105
SP;62596;BROTAS;37843;1536;2004;3540;9.354438073091456;3507902;Brotas - SP;23898;158.3521633609507
SP;62618;BURI;31656;1316;1339;2655;8.387035633055346;3508009;Buri - SP;20250;156.32592592592593
SP;62634;BURITAMA;27327;967;1257;2224;8.13847110915944;3508108;Buritama - SP;17210;158.78558977338756
SP;62650;BURITIZAL;7643;232;362;594;7.771817349208426;3508207;Buritizal - SP;4356;175.4591368227732
SP;62677;CABRÁLIA PAULISTA;6785;267;322;589;8.680913780397937;3508306;Cabrália Paulista - SP;4299;157.82740172133055
SP;62693;CABREÚVA;70834;3825;4781;8606;12.149532710280374;3508405;Cabreúva - SP;47011;150.6753738486737
SP;62715;CAÇAPAVA;149581;6186;8293;14479;9.679705310166398;3508504;Caçapava - SP;96202;155.48637242468973
SP;62731;CACHOEIRA PAULISTA;50966;1899;2213;4112;8.06812384727073;3508603;Cachoeira Paulista - SP;31564;161.4687618806235
SP;62758;CACONDE;29149;1049;1355;2404;8.247281210333115;3508702;Caconde - SP;17101;170.45202034968716
SP;62774;CAFELÂNDIA;26421;1001;1180;2181;8.254797320313386;3508801;Cafelândia - SP;16654;158.64657139425964
SP;62790;CAIABU;6631;140;192;332;5.0067863067410645;3508900;Caiabu - SP;3712;178.63685344827587
SP;62812;CAIEIRAS;141691;5837;8553;14390;10.155902633194769;3509007;Caieiras - SP;95032;149.09819850155736
SP;62839;CAIUÁ;7878;143;290;433;5.496318862655496;3509106;Caiuá - SP;5466;144.12733260153675
SP;62855;CAJAMAR;135939;6851;7940;14791;10.880615570218994;3509205;Cajamar - SP;92689;146.66141613352178
SP;62871;CAJOBI;15687;511;742;1253;7.987505577867024;3509304;Cajobi - SP;9133;171.7617431293113
SP;62898;CAJURU;38613;1720;2228;3948;10.22453577810582;3509403;Cajuru - SP;23830;162.03524968527068
SP;62910;CAMPINAS;1757615;64289;97571;161860;9.209070245759168;3509502;Campinas - SP;1139047;154.30574857753894
SP;62936;CAMPO LIMPO PAULISTA;123038;5678;8129;13807;11.221736374128318;3509601;Campo Limpo Paulista - SP;77632;158.48876751854905
SP;62952;CAMPOS DO JORDÃO;79704;4472;5198;9670;12.13238984241694;3509700;Campos do Jordão - SP;46974;169.67684250862177
SP;62979;CAMPOS NOVOS PAULISTA;7590;243;278;521;6.86429512516469;3509809;Campos Novos Paulista - SP;4888;155.27823240589197
SP;62995;CANANÉIA;19858;629;914;1543;7.770168194178669;3509908;Cananéia - SP;12289;161.59166734477986
SP;63010;CÂNDIDO MOTA;49381;2113;2400;4513;9.139142585204835;3510005;Cândido Mota - SP;29449;167.68311317871573
SP;63037;CÂNDIDO RODRIGUES;5146;233;249;482;9.366498251068792;3510104;Cândido Rodrigues - SP;2889;178.1239183108342
SP;63053;CAPÃO BONITO;72958;3519;3543;7062;9.67954165410236;3510203;Capão Bonito - SP;46337;157.4508492133716
SP;63070;CAPELA DO ALTO;29788;1313;1438;2751;9.235262521820868;3510302;Capela do Alto - SP;22866;130.27201959240796
SP;63096;CAPIVARI;78456;3455;4154;7609;9.698429693076374;3510401;Capivari - SP;50068;156.69888951026604
SP;63118;CARAGUATATUBA;210038;8518;11002;19520;9.29355640407926;3510500;Caraguatatuba - SP;134873;155.73020545253684
SP;63134;CARAPICUÍBA;600397;28858;34318;63176;10.522371031167712;3510609;Carapicuíba - SP;386984;155.1477580468443
SP;63150;CARDOSO;20442;707;902;1609;7.871049799432541;3510708;Cardoso - SP;11345;180.18510356985456
SP;63177;CASA BRANCA;41673;1928;2302;4230;10.150457130516164;3510807;Casa Branca - SP;28083;148.3922657835701
SP;63193;CÁSSIA DOS COQUEIROS;5626;166;326;492;8.745111980092428;3510906;Cássia dos Coqueiros - SP;2799;201.00035727045372
SP;63215;CASTILHO;31457;1336;1466;2802;8.907397399624886;3511003;Castilho - SP;19977;157.46608599889873
SP;63231;CATANDUVA;175970;5902;10125;16027;9.107802466329488;3511102;Catanduva - SP;115791;151.97208764066292
SP;63258;CATIGUÁ;11646;447;903;1350;11.591962905718702;3511201;Catiguá - SP;7003;166.30015707553903
SP;63274;CEDRAL;15394;467;715;1182;7.678316227101469;3511300;Cedral - SP;12618;122.00031700744967
SP;63290;CERQUEIRA CÉSAR;32038;1564;1543;3107;9.697858792683688;3511409;Cerqueira César - SP;21469;149.22912105827007
SP;63312;CERQUILHO;73548;3412;4555;7967;10.83238157393811;3511508;Cerquilho - SP;44695;164.55531938695606
SP;63339;CESÁRIO LANGE;27928;1517;2063;3580;12.818676596963622;3511607;Cesário Lange - SP;19048;146.61906761864762
SP;63355;CHARQUEADA;26594;1063;1386;2449;9.208844100172971;3511706;Charqueada - SP;15535;171.1876408110718
SP;63371;CHAVANTES;17542;781;970;1751;9.981758066355034;3557204;Chavantes - SP;12211;143.65735811972812
SP;63398;CLEMENTINA;11045;316;568;884;8.00362154821186;3511904;Clementina - SP;6982;158.1924949871097
SP;63410;COLINA;30017;1222;1416;2638;8.788353266482327;3512001;Colina - SP;18486;162.37693389592124
SP;63436;COLÔMBIA;11660;351;499;850;7.289879931389365;3512100;Colômbia - SP;6629;175.89379996982956
SP;63452;CONCHAL;44114;2382;2433;4815;10.914902298590016;3512209;Conchal - SP;28101;156.9837372335504
SP;63479;CONCHAS;27522;985;1230;2215;8.048106968970279;3512308;Conchas - SP;15232;180.68539915966386
SP;63495;CORDEIRÓPOLIS;39671;1743;2209;3952;9.96193693125961;3512407;Cordeirópolis - SP;24514;161.82997470832993
SP;63517;COROADOS;8359;218;374;592;7.082186864457471;3512506;Coroados - SP;5400;154.7962962962963
SP;63533;CORONEL MACEDO;7662;278;296;574;7.491516575306709;3512605;Coronel Macedo - SP;4280;179.01869158878506
SP;63550;CORUMBATAÍ;7032;283;439;722;10.26734926052332;3512704;Corumbataí - SP;4195;167.62812872467222
SP;63576;COSMÓPOLIS;92844;4607;5962;10569;11.383611218818665;3512803;Cosmópolis - SP;59773;155.32765629966707
SP;63592;COSMORAMA;14254;416;547;963;6.755998316262102;3512902;Cosmorama - SP;8719;163.4820506938869
SP;63614;COTIA;369828;17808;20958;38766;10.48217008987962;3513009;Cotia - SP;274413;134.77058302631434
SP;63630;CRAVINHOS;54635;2204;3104;5308;9.7153839114121;3513108;Cravinhos - SP;33281;164.16273549472672
SP;63657;CRISTAIS PAULISTA;14906;535;629;1164;7.808935998926607;3513207;Cristais Paulista - SP;9272;160.76358930112167
SP;63673;CRUZÁLIA;4026;74;124;198;4.918032786885246;3513306;Cruzália - SP;2108;190.9867172675522
SP;63690;CRUZEIRO;120413;4889;7523;12412;10.307857125061249;3513405;Cruzeiro - SP;74961;160.63419644882003
SP;63711;CUBATÃO;188453;7175;9233;16408;8.706680180204081;3513504;Cubatão - SP;112476;167.54952167573526
SP;63738;CUNHA;34837;1339;1682;3021;8.671814450153573;3513603;Cunha - SP;22110;157.56218905472636
SP;63754;DESCALVADO;50405;2813;3923;6736;13.363753595873426;3513702;Descalvado - SP;31756;158.72591006423983
SP;63770;DIADEMA;677867;29098;44256;73354;10.821296803060187;3513801;Diadema - SP;393237;172.38128660324435
SP;63797;DIVINOLÂNDIA;19046;973;1688;2661;13.971437572193638;3513900;Divinolândia - SP;11158;170.69367270120094
SP;63819;DOBRADA;13072;603;733;1336;10.2203182374541;3514007;Dobrada - SP;8759;149.2407809110629
SP;63835;DOIS CÓRREGOS;39906;1690;1808;3498;8.76559915802135;3514106;Dois Córregos - SP;24510;162.81517747858015
SP;63851;DOLCINÓPOLIS;4364;116;189;305;6.989000916590284;3514205;Dolcinópolis - SP;2207;197.7344811961939
SP;63878;DOURADO;14628;902;1146;2048;14.000546896363138;3514304;Dourado - SP;8096;180.6818181818182
SP;63894;DRACENA;70594;2090;2569;4659;6.59971102359974;3514403;Dracena - SP;45474;155.2403571271496
SP;63916;DUARTINA;21011;663;898;1561;7.429441721003284;3514502;Duartina - SP;12328;170.43316028552888
SP;63932;DUMONT;14284;665;860;1525;10.676281153738447;3514601;Dumont - SP;9471;150.81828740365327
SP;63959;ECHAPORÃ;10577;368;498;866;8.187576817623144;3514700;Echaporã - SP;6205;170.4593070104754
SP;63975;ELDORADO;23563;532;774;1306;5.542587955693247;3514809;Eldorado - SP;13069;180.2968857601959
SP;63991;ELIAS FAUSTO;28169;1440;1987;3427;12.165856082928045;3514908;Elias Fausto - SP;17699;159.15588451324933
SP;64017;EMBU DAS ARTES;398936;20157;25433;45590;11.42789820923657;3515004;Embu das Artes - SP;250691;159.1345520980011
SP;64033;EMBU-GUAÇU;112692;4917;6977;11894;10.554431547935968;3515103;Embu-Guaçu - SP;66970;168.27236075854861
SP;64076;ESTRELA DO NORTE;5126;131;181;312;6.086617245415528;3515301;Estrela do Norte - SP;2703;189.6411394746578
SP;64092;FARTURA;26480;970;1212;2182;8.240181268882175;3515400;Fartura - SP;16641;159.12505258097468
SP;64114;FERNANDÓPOLIS;108463;3906;4246;8152;7.515927090344173;3515509;Fernandópolis - SP;71186;152.3656336920181
SP;64130;FERNANDO PRESTES;10182;470;499;969;9.51679434295816;3515608;Fernando Prestes - SP;5942;171.35644564119826
SP;64157;FERRAZ DE VASCONCELOS;267319;13356;18047;31403;11.747387952221878;3515707;Ferraz de Vasconcelos - SP;179198;149.17521400908493
SP;64173;FLORA RICA;3164;83;84;167;5.278128950695322;3515806;Flora Rica - SP;1487;212.77740416946872
SP;64190;FLOREAL;5317;164;252;416;7.823960880195599;3515905;Floreal - SP;2733;194.54811562385657
SP;64211;FLÓRIDA PAULISTA;16130;678;700;1378;8.543087414755114;3516002;Flórida Paulista - SP;12958;124.47908627874673
SP;64238;FLORÍNEA;5408;169;259;428;7.914201183431953;3516101;Florínea - SP;3851;140.4310568683459
SP;64254;FRANCA;494712;19636;24099;43735;8.840497097301055;3516200;Franca - SP;352536;140.3294982640071
SP;64270;FRANCISCO MORATO;262277;13311;16225;29536;11.261376331130828;3516309;Francisco Morato - SP;165139;158.82196210465122
SP;64297;FRANCO DA ROCHA;209908;10076;14627;24703;11.768489052346744;3516408;Franco da Rocha - SP;144849;144.91504946530526
SP;64319;GABRIEL MONTEIRO;5104;134;266;400;7.836990595611286;3516507;Gabriel Monteiro - SP;2763;184.7267462902642
SP;64335;GÁLIA;10522;281;469;750;7.127922448203764;3516606;Gália - SP;6380;164.92163009404388
SP;64351;GARÇA;70965;3255;3684;6939;9.778059606848446;3516705;Garça - SP;42110;168.52291617193066
SP;64378;GASTÃO VIDIGAL;5726;191;205;396;6.9158225637443245;3516804;Gastão Vidigal - SP;3252;176.07626076260763
SP;64394;GENERAL SALGADO;16741;463;609;1072;6.403440654680128;3516903;General Salgado - SP;10312;162.34484096198602
SP;64416;GETULINA;16144;554;702;1256;7.7799801783944496;3517000;Getulina - SP;10232;157.77951524628614
SP;64432;GLICÉRIO;7738;254;295;549;7.09485655208064;3517109;Glicério - SP;4138;186.99855002416626
SP;64459;GUAIÇARA;17376;874;878;1752;10.082872928176796;3517208;Guaiçara - SP;11239;154.60450217990925
SP;64475;GUAIMBÊ;9444;294;471;765;8.100381194409149;3517307;Guaimbê - SP;5512;171.33526850507982
SP;64491;GUAÍRA;61803;2628;2707;5335;8.632267042052975;3517406;Guaíra - SP;39279;157.34361872756435
SP;64513;GUAPIAÇU;31098;1330;1591;2921;9.392887002379574;3517505;Guapiaçu - SP;21711;143.236147574962
SP;64530;GUAPIARA;30116;971;1238;2209;7.33497144375083;3517604;Guapiara - SP;17071;176.4161443383516
SP;64556;GUARÁ;28226;982;1304;2286;8.098915893148162;3517703;Guará - SP;18606;151.70375147801784
SP;64572;GUARAÇAÍ;13292;479;669;1148;8.636773999398134;3517802;Guaraçaí - SP;7441;178.6319043139363
SP;64599;GUARACI;17102;408;678;1086;6.350134487194479;3517901;Guaraci - SP;10350;165.2367149758454
SP;64637;GUARANTÃ;10353;477;459;936;9.040857722399306;3518107;Guarantã - SP;6427;161.0860432550179
SP;64653;GUARARAPES;46754;1607;2248;3855;8.245283825982803;3518206;Guararapes - SP;31043;150.61044357826242
SP;64670;GUARAREMA;51286;2098;2794;4892;9.538665522754748;3518305;Guararema - SP;31236;164.1887565629402
SP;64696;GUARATINGUETÁ;190753;7253;8044;15297;8.019270994427348;3518404;Guaratinguetá - SP;118044;161.59482904679612
SP;64718;GUAREÍ;19066;1280;1367;2647;13.883352564774992;3518503;Guareí - SP;15013;126.9966029441151
SP;64734;GUARIBA;59094;2578;2711;5289;8.950147223068331;3518602;Guariba - SP;37498;157.59240492826282
SP;64750;GUARUJÁ;471326;22696;27406;50102;10.630009802132706;3518701;Guarujá - SP;287634;163.86310380553064
SP;64777;GUARULHOS;1855119;88015;151457;239472;12.908713672815598;3518800;Guarulhos - SP;1291771;143.61051610540878
SP;64793;GUZOLÂNDIA;7094;255;293;548;7.724837891175642;3518909;Guzolândia - SP;4246;167.0748940178992
SP;64815;HERCULÂNDIA;14444;435;754;1189;8.231791747438383;3519006;Herculândia - SP;9125;158.2904109589041
SP;64831;IACANGA;17184;569;692;1261;7.338221601489758;3519105;Iacanga - SP;10437;164.64501293475135
SP;64858;IACRI;10259;354;517;871;8.490106248172337;3519204;Iacri - SP;6131;167.32996248572826
SP;64874;IBATÉ;52588;3435;3802;7237;13.761694683197687;3519303;Ibaté - SP;32178;163.42842936167568
SP;64890;IBIRÁ;18672;664;912;1576;8.44044558697515;3519402;Ibirá - SP;11690;159.72626176218992
SP;64912;IBIRAREMA;10483;488;529;1017;9.70142134885052;3519501;Ibirarema - SP;6385;164.18167580266248
SP;64939;IBITINGA;88369;4144;4769;8913;10.086116171960755;3519600;Ibitinga - SP;60033;147.20070627821366
SP;64955;IBIÚNA;126727;5991;8251;14242;11.238331215920836;3519709;Ibiúna - SP;75605;167.61722108326168
SP;64971;ICÉM;12651;280;527;807;6.378942376096751;3519808;Icém - SP;7819;161.79818391098607
SP;64998;IEPÊ;12674;267;449;716;5.649360896323182;3519907;Iepê - SP;7619;166.34728967056046
SP;65013;IGARAÇU DO TIETÊ;37480;2564;2800;5364;14.31163287086446;3520004;Igaraçu do Tietê - SP;23106;162.20895005626244
SP;65030;IGARAPAVA;42834;2014;1844;3858;9.006863706401456;3520103;Igarapava - SP;26212;163.4137036471845
SP;65056;IGARATÁ;18191;563;976;1539;8.46022758506954;3520202;Igaratá - SP;10605;171.53229608675153
SP;65072;IGUAPE;47352;1384;2037;3421;7.22461564453455;3520301;Iguape - SP;29115;162.6378155589902
SP;65099;ILHABELA;58721;2368;2660;5028;8.562524480168934;3520400;Ilhabela - SP;34934;168.09125780042368
SP;65110;INDAIATUBA;377482;16148;21166;37314;9.884974647797776;3520509;Indaiatuba - SP;255748;147.59919921172406
SP;65137;INDIANA;7872;261;356;617;7.8379065040650415;3520608;Indiana - SP;5090;154.65618860510807
SP;65153;INDIAPORÃ;5974;133;255;388;6.494810847003682;3520707;Indiaporã - SP;4035;148.0545229244114
SP;65170;INÚBIA PAULISTA;6061;246;274;520;8.579442336248144;3520806;Inúbia Paulista - SP;3615;167.66251728907332
SP;65196;IPAUSSU;21495;962;1085;2047;9.523144917422655;3520905;Ipaussu - SP;13712;156.76050175029172
SP;65218;IPERÓ;42811;1691;2511;4202;9.81523440237322;3521002;Iperó - SP;36459;117.42230999204585
SP;65234;IPEÚNA;11292;388;573;961;8.51044987601842;3521101;Ipeúna - SP;6831;165.3052261747914
SP;65250;IPORANGA;6878;161;295;456;6.629834254143646;3521200;Iporanga - SP;4046;169.99505684626791
SP;65277;IPUÃ;22978;989;989;1978;8.608233962921055;3521309;Ipuã - SP;14454;158.97329458973294
SP;65293;IRACEMÁPOLIS;36097;1393;1848;3241;8.978585478017564;3521408;Iracemápolis - SP;21967;164.32375836481995
SP;65315;IRAPUÃ;11380;408;495;903;7.934973637961336;3521507;Irapuã - SP;6867;165.7201106742391
SP;65331;IRAPURU;10056;378;442;820;8.154335719968179;3521606;Irapuru - SP;7085;141.93366266760762
SP;65358;ITABERÁ;28625;1229;1238;2467;8.61834061135371;3521705;Itaberá - SP;17983;159.17811266195852
SP;65374;ITAÍ;35016;1552;1627;3179;9.078706876856296;3521804;Itaí - SP;25180;139.06274821286735
SP;65390;ITAJOBI;25412;788;1260;2048;8.059184637179285;3521903;Itajobi - SP;16989;149.5791394431691
SP;65412;ITAJU;6348;236;321;557;8.774417139256458;3522000;Itaju - SP;3618;175.45605306799337
SP;65439;ITANHAÉM;169491;6159;8487;14646;8.641166787617042;3522109;Itanhaém - SP;112476;150.6908140403286
SP;65455;ITAPECERICA DA SERRA;247356;12028;14984;27012;10.920293018968612;3522208;Itapecerica da Serra - SP;158522;156.038909425821
SP;65471;ITAPETININGA;235641;10898;12460;23358;9.912536443148689;3522307;Itapetininga - SP;157790;149.33836111287152
SP;65498;ITAPEVA;143900;6607;6431;13038;9.060458651841556;3522406;Itapeva - SP;89728;160.37357346647647
SP;65510;ITAPEVI;327674;17666;18191;35857;10.942888358551487;3522505;Itapevi - SP;232297;141.05821426880243
SP;65536;ITAPIRA;114843;6474;8242;14716;12.814015656156666;3522604;Itapira - SP;72022;159.455444169837
SP;65552;ITÁPOLIS;62702;2869;3076;5945;9.48135625657874;3522703;Itápolis - SP;39493;158.76737649710074
